titulo,subtitulo,autor,data,secao,texto,url 
"Carlos Bolsonaro e primo desistiram de passaporte diplomático, segundo Itamaraty",Nao possui,Nao possui,03/04/2019 16:07:06,Brasil,<p>A assessoria de imprensa do Itamaraty informou a <strong>O Antagonista</strong> que Carlos Bolsonaro e Leonardo Rodrigues (Léo Índio) não deram sequência ao processo de solicitação de passaporte diplomático...</p>,https://www.oantagonista.com/brasil/carlos-bolsonaro-e-primo-desistiram-de-passaporte-diplomatico-segundo-itamaraty/
Bolsonaro não quer conversa com Valdemar,Nao possui,Nao possui,03/04/2019 16:04:33,Brasil,"<p>Jair Bolsonaro chamou caciques do Centrão para reuniões no Planalto a partir desta quinta-feira, diz a <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/brasil/bolsonaro-nao-quer-conversa-com-valdemar/
“Todos sabem quem dobrou os subsídios de 2% para 4% do PIB”,Nao possui,Nao possui,03/04/2019 15:51:16,Brasil,"<p>Paulo Guedes continua respondendo às provocações da bancada do barulho. Pressionado pelas críticas ao regime de capitalização, ele resolveu falar dos descalabros do governo petista...</p>",https://www.oantagonista.com/brasil/todos-sabem-quem-dobrou-os-subsidios-de-2-para-4-pib/
Maia chega,Nao possui,Nao possui,03/04/2019 15:46:45,Brasil,<p>Rodrigo Maia chegou há pouco à CCJ e ocupou um lugar na mesa.</p>,https://www.oantagonista.com/brasil/maia-chega/
"“O Poder Legislativo é o espaço onde, por excelência, se realiza o princípio democrático”",Nao possui,Nao possui,03/04/2019 15:35:10,Brasil,"<p>No ato em defesa do STF, Dias Toffoli ecoou crítica que fez recentemente à <strong>excessiva judicialização das decisões políticas e administrativas</strong> no país...</p>",https://www.oantagonista.com/brasil/o-poder-legislativo-e-o-espaco-onde-por-excelencia-se-realiza-o-principio-democratico/
A capitalização petista,Nao possui,Nao possui,03/04/2019 15:33:48,Brasil,<p>O deputado Alencar Santana Braga (PT) questionou Paulo Guedes sobre os benefícios prometidos pelo sistema de capitalização...</p>,https://www.oantagonista.com/brasil/a-capitalizacao-petista/
Preocupado com os mais pobres,Nao possui,Nao possui,03/04/2019 15:15:58,Brasil,"<p>O deputado Reginaldo Lopes (PT-MG), que acusa Paulo Guedes de propor uma reforma da Previdência que ""mete a mão no bolso dos mais pobres"" é frequentador assíduo de bares e restaurantes ""da elite"" em Belo Horizonte.</p>",https://www.oantagonista.com/brasil/preocupado-com-os-mais-pobres/
Militares russos devem operar mísseis antiaéreos na Venezuela,Nao possui,Nao possui,03/04/2019 15:14:06,Mundo,"<p>O analista venezuelano Andrei Pont disse a Duda Teixeira, de <strong>Crusoé</strong>, que os 99 militares russos levados à Venezuela devem operar um sistema de mísseis antiaéreos...</p>",https://www.oantagonista.com/mundo/militares-russos-devem-operar-misseis-antiaereos-na-venezuela/
Toffoli pede ajuda aos sindicatos,Nao possui,Nao possui,03/04/2019 15:12:50,Brasil,<p>Dias Toffoli pediu o apoio dos sindicalistas ao STF -- leia também <strong>aqui</strong>...</p>,https://www.oantagonista.com/brasil/toffoli-pede-ajuda-aos-sindicatos/
"Sorria, general!",Nao possui,Nao possui,03/04/2019 15:12:35,Brasil,"<p>Como publicamos mais cedo, Joice Hasselmann tuitou uma foto para dizer que não <strong>há briga pela vaga do general Santos Cruz</strong>, ministro da Secretaria de Governo...</p>",https://www.oantagonista.com/brasil/sorria-general/
Marco Aurélio e Celso de Mello ausentes no ato de apoio ao STF,Nao possui,Nao possui,03/04/2019 15:10:56,Brasil,"<p>Mesmo no STF, Marco Aurélio Mello não apareceu no plenário para o ato convocado por Dias Toffoli para repelir os ataques à Corte.<br><br>O decano, Celso de Mello, também está ausente.</p>",https://www.oantagonista.com/brasil/marco-aurelio-e-celso-de-mello-ausentes-no-ato-de-apoio-ao-stf/
105 inscritos para questionar o ministro,Nao possui,Nao possui,03/04/2019 15:07:17,Brasil,"<p>Ao todo, são 105 inscritos deputados inscritos para fazer perguntas a Paulo Guedes na CCJ da Câmara...</p>",https://www.oantagonista.com/brasil/105-inscritos-para-questionar-o-ministro/
A nova cruzada da CUT,Nao possui,Nao possui,03/04/2019 15:07:01,Brasil,"<p>Vagner Freitas, presidente da CUT, assinou manifesto em defesa do STF contra ""ataques e discursos criminosos de ódio e violência""...</p>",https://www.oantagonista.com/brasil/nova-cruzada-da-cut/
Pastor alerta STF: ‘não amordaçar o crescimento da nossa sociedade’,Nao possui,Nao possui,03/04/2019 15:02:15,Brasil,"<p>No ato contra ataques ao STF convocado por Dias Toffoli, o ex-deputado Robson Rodovalho, líder da igreja Sara Nossa Terra, fez um alerta aos ministros, depois das homenagens de praxe...</p>",https://www.oantagonista.com/brasil/pastor-alerta-stf-nao-amordacar-o-crescimento-da-nossa-sociedade/
"Nunca articulei nada, diz Joice",Nao possui,Nao possui,03/04/2019 14:55:17,Brasil,"<p>Joice Hasselmann usou o Twitter para negar que esteja articulando nos bastidores para ocupar o lugar do ministro Santos Cruz, na Secretaria de Governo...<br><br><img class=""alignnone size-full wp-image-181379"" src=""https://cdn.oantagonista.net/uploads/2019/04/Joicinha-1.jpg"" alt="""" width=""600"" height=""308""></p>",https://www.oantagonista.com/brasil/nunca-articulei-nada-diz-joice/
“Eu não preciso me exaltar”,Nao possui,Nao possui,03/04/2019 14:52:03,Brasil,"<p>Paulo Guedes conclui seu discurso inicial na CCJ da Câmara dizendo que quem vai decidir sobre a reforma da Previdência é o Congresso.<br><br>O ministro também afirma para si mesmo que não é preciso entrar no embate político.<br><br>""Eu não preciso me exaltar.""</p>",https://www.oantagonista.com/brasil/eu-nao-preciso-exaltar/
Os conselhos a Guedes,Nao possui,Nao possui,03/04/2019 14:49:04,Brasil,<p>Paulo Guedes diz que foi aconselhado a não cair em provocação...</p>,https://www.oantagonista.com/brasil/os-conselhos-guedes/
"“São inadmissíveis os discursos que pregam o ódio ao STF”, diz Santa Cruz",Nao possui,Nao possui,03/04/2019 14:48:42,Brasil,"<p>No ato convocado por Dias Toffoli para reunir apoio ao STF, coube ao novo presidente da OAB, Felipe Santa Cruz, falar em nome de entidades da sociedade civil contra os ataques...</p>",https://www.oantagonista.com/brasil/sao-inadmissiveis-os-discursos-que-pregam-o-odio-ao-stf-diz-santa-cruz/
Bancada do barulho,Nao possui,Nao possui,03/04/2019 14:47:52,Brasil,"<p>A bancada da chupeta cresceu e virou uma turma do barulho. Seus integrantes não estão interessados em ouvir Paulo Guedes, mas em atacá-lo para provocar o caos.</p>",https://www.oantagonista.com/brasil/bancada-do-barulho/
“Isso aqui não é briga de rua”,Nao possui,Nao possui,03/04/2019 14:46:43,Brasil,"<p>Paulo Guedes continua sendo interrompido por petistas.<br><br>Felipe Francischini, presidente da CCJ, tenta manter a ordem:<br><br>""Eu vou exigir respeito aqui. Isso aqui não é briga de rua.""</p>",https://www.oantagonista.com/brasil/isso-aqui-nao-e-briga-de-rua/
Mourão promete cargos para aliados,Nao possui,Nao possui,03/04/2019 14:46:04,Brasil,<p>O general Hamilton Mourão garantiu que Jair Bolsonaro vai oferecer cargos aos partidos aliados...</p>,https://www.oantagonista.com/brasil/mourao-promete-cargos-para-aliados/
“Evite o atrito com os parlamentares”,Nao possui,Nao possui,03/04/2019 14:45:11,Brasil,<p>Felipe Francischini pede para que Paulo Guedes evite atrito com os deputados.<br><br>Os petistas estão na primeira fila.</p>,https://www.oantagonista.com/brasil/evite-o-atrito-com-os-parlamentares/
"“A Venezuela está bem”, ironiza Guedes",Nao possui,Nao possui,03/04/2019 14:43:57,TV,"<p>Enquanto defendia a reforma da Previdência na CCJ da Câmara, Paulo Guedes foi interrompido por petistas, que perguntaram em voz alta sobre a situação no Chile.<br><br>""Na Venezuela deve estar melhor. A Venezuela está bem"", ironizou o ministro.<br><br>""Falem, falem um pouco mais alto, eu não estou ouvindo"", acrescentou ele, diante de novas interrupções.<br><br><img class=""alignnone size-medium wp-image-181385"" src=""https://cdn.oantagonista.net/uploads/2019/04/antagoni_drops_aovivo-1-628x353.jpg"" alt="""" width=""628"" height=""353""></p>",https://www.oantagonista.com/brasil/venezuela-esta-bem-ironiza-guedes/
O dedo na ferida,Nao possui,Nao possui,03/04/2019 14:35:20,Brasil,"<p>Paulo Guedes reafirma na Câmara o que disse na semana passada no Senado: que a aposentadoria média de funcionários do Congresso, incluindo os políticos, é de 28 mil reais.</p>",https://www.oantagonista.com/brasil/o-dedo-na-ferida/
Maia no STF,Nao possui,Nao possui,03/04/2019 14:32:25,Brasil,"<p>Após recepcionar Paulo Guedes na Comissão de Constituição e Justiça, Rodrigo Maia correu para o STF a fim de participar do ato convocado por Dias Toffoli em apoio à Corte...</p>",https://www.oantagonista.com/brasil/maia-no-stf/
“Não interessa quem estiver no poder”,Nao possui,Nao possui,03/04/2019 14:27:48,TV,"<p>Paulo Guedes volta a dizer o óbvio: o sistema previdenciário brasileiro está ""condenado"".<br><br>""O nosso sistema já está financeiramente condenado, antes de a população brasileira envelhecer. Não interessa quem estiver no poder. Seja o governo que for.""<br><br><img class=""alignnone size-medium wp-image-181357"" src=""https://cdn.oantagonista.net/uploads/2019/04/antagoni_drops_aovivo-628x353.jpg"" alt="""" width=""628"" height=""353""></p>",https://www.oantagonista.com/brasil/nao-interessa-quem-estiver-no-poder/
Secretário da Receita quer mudar reforma tributária da Câmara,Nao possui,Nao possui,03/04/2019 14:24:08,Economia,"<p>A apresentação de uma reforma tributária própria por líderes da Câmara pode abrir novo conflito entre os parlamentares e o governo Bolsonaro, informa Igor Gadelha em <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/economia/secretario-da-receita-quer-mudar-reforma-tributaria-da-camara/
“Sou meramente um equacionador”,Nao possui,Nao possui,03/04/2019 14:23:21,Brasil,"<p>Paulo Guedes começa elogiando a comissão e dizendo que os deputados já conhecem o assunto a ser abordado: a reforma da Previdência.<br><br>""Quem vai votar isso são os senhores. Sou meramente um equacionador.""</p>",https://www.oantagonista.com/brasil/sou-meramente-um-equacionador/
“O Supremo precisa de desagravo?”,Nao possui,Nao possui,03/04/2019 14:21:14,Brasil,"<p>Ao chegar para a sessão de hoje no STF, Marco Aurélio Mello disse que não sabia do <strong>ato solene marcado por Dias Toffoli para receber manifestações de apoio</strong> de entidades civis...</p>",https://www.oantagonista.com/brasil/o-supremo-precisa-de-desagravo/
Petrobras tenta se desfazer do prejuízo que Lula deixou no Uruguai,Nao possui,Nao possui,03/04/2019 14:20:52,Brasil,"<p>A Petrobras quer fechar sua subsidiária no Uruguai.<br><br>Criada por Lula em 2004, a empresa sempre deu prejuízo porque compra gás na Argentina e revende no Uruguai com um precinho tabelado...</p>",https://www.oantagonista.com/brasil/petrobras-tenta-se-desfazer-prejuizo-que-lula-deixou-no-uruguai/
"É contigo, Francischini",Nao possui,Nao possui,03/04/2019 14:16:49,Brasil,"<p>Rodrigo Maia deixou a sala da CCJ dando um tapinha nas costas do presidente da comissão, Felipe Francischini.<br><br>É contigo, Francischini.</p>",https://www.oantagonista.com/brasil/e-contigo-francischini/
PT sendo PT,Nao possui,Nao possui,03/04/2019 14:15:37,Brasil,<p>A audiência na CCJ começa com a deputada petista Maria do Rosário tentando tumultuar.<br><br>É o PT sendo PT.</p>,https://www.oantagonista.com/brasil/pt-sendo-pt/
O cronograma na CCJ,Nao possui,Nao possui,03/04/2019 14:10:52,Brasil,"<p>Paulo Guedes vai falar por 20 minutos, antes de começar a ser questionado.<br><br>Em seguida, o ministro responderá a perguntas feitas em blocos de cinco deputados.</p>",https://www.oantagonista.com/brasil/o-cronograma-na-ccj/
Os acenos de Onyx,Nao possui,Nao possui,03/04/2019 14:07:45,Brasil,"<p>Antes do início da audiência com Paulo Guedes, Onyx Lorenzoni está na CCJ da Câmara distribuindo sorrisos e apertos de mão.</p>",https://www.oantagonista.com/brasil/os-acenos-de-onyx/
Equipe econômica admite suavizar transição de servidores,Nao possui,Nao possui,03/04/2019 14:07:09,Brasil,"<p>Técnicos do governo sinalizaram a possibilidade de permitir que servidores que, pelas atuais regras, estariam a apenas dois anos de se aposentar, consigam sair um pouco mais cedo...</p>",https://www.oantagonista.com/brasil/equipe-economica-admite-suavizar-transicao-de-servidores/
A escolta de Maia,Nao possui,Nao possui,03/04/2019 14:06:56,Brasil,<p>Rodrigo Maia levou Paulo Guedes até a CCJ da Câmara.<br><br>O ministro já está na comissão. Vai começar a sessão.<br><br></p>,https://www.oantagonista.com/brasil/escolta-de-maia/
Petistas em peso na CCJ,Nao possui,Nao possui,03/04/2019 14:04:45,Brasil,"<p>Dos 62 deputados que já registraram presença na CCJ da Câmara, 10 são petistas.</p>",https://www.oantagonista.com/brasil/petistas-em-peso-na-ccj/
Mais de 100 inscritos na CCJ,Nao possui,Nao possui,03/04/2019 14:01:29,Brasil,<p>Mais de 100 deputados estão inscritos para fazer perguntas a Paulo Guedes na CCJ da Câmara -- mesmo quem não integra a comissão pode se inscrever.</p>,https://www.oantagonista.com/brasil/mais-de-100-inscritos-na-ccj/
A tarde inteira de Paulo Guedes,Nao possui,Nao possui,03/04/2019 13:58:10,Brasil,"<p>Felipe Francischini, presidente da CCJ da Câmara, acredita que a audiência com Paulo Guedes será longa e proveitosa...</p>",https://www.oantagonista.com/brasil/tarde-inteira-de-paulo-guedes/
“Acho que está bem equilibrado”,Nao possui,Nao possui,03/04/2019 13:53:18,Brasil,<p>33 deputados já registraram presença na CCJ da Câmara: a audiência com Paulo Guedes está prevista para 14h...</p>,https://www.oantagonista.com/brasil/acho-que-esta-bem-equilibrado/
MPF acusa policiais de ocultar conversa entre delegado e foragido,Nao possui,Nao possui,03/04/2019 13:41:25,Brasil,<p>O Ministério Público Federal acusou policiais federais de Mato Grosso do Sul de ocultarem uma conversa telefônica interceptada entre um delegado e um fazendeiro que estava foragido...</p>,https://www.oantagonista.com/brasil/mpf-acusa-policiais-de-ocultar-conversa-entre-delegado-e-foragido/
Toffoli recebe hoje ‘manifesto da sociedade civil em apoio’ ao STF,Nao possui,Nao possui,03/04/2019 13:11:39,Brasil,"<p>No esforço para blindar o STF de ataques, Dias Toffoli marcou para o início da sessão de hoje um ato solene para receber um tal ""manifesto da sociedade civil em apoio"" à Corte...</p>",https://www.oantagonista.com/brasil/toffoli-recebe-hoje-manifesto-da-sociedade-civil-em-apoio-ao-stf/
CCJ do Senado aprova PEC do Orçamento impositivo,Nao possui,Nao possui,03/04/2019 13:07:26,Brasil,"<p>Como previsto, a CCJ do Senado acaba de aprovar a PEC do Orçamento impositivo...</p>",https://www.oantagonista.com/brasil/ccj-senado-aprova-pec-orcamento-impositivo/
Lembra?,Nao possui,Nao possui,03/04/2019 13:02:57,Brasil,"<p>O Senado tem <strong>9.394 funcionários</strong>: isso dá uma média de 116 funcionários por senador.<br><br>Você quem paga, lembra?</p>",https://www.oantagonista.com/brasil/lembra/
Marina Silva no Senado,Nao possui,Nao possui,03/04/2019 12:56:08,Brasil,"<p>Sentada junto aos senadores na CCJ, Marina Silva acompanha a discussão sobre a PEC do Orçamento impositivo...<br><br><img class=""alignleft size-medium wp-image-181273"" src=""https://cdn.oantagonista.net/uploads/2019/04/marina-389x353.png"" alt="""" width=""389"" height=""353""></p>",https://www.oantagonista.com/brasil/marina-silva-no-senado/
A Bettina do jornalismo brasileiro transformou uma multa de 40 mil reais em “até 9 milhões”,Nao possui,Nao possui,03/04/2019 12:52:19,Sociedade,"<p>Na coluna social da Folha de S.Paulo, Mônica Bergamo publicou com destaque que ""A Fundação Procon SP vai multar a Empiricus por propaganda enganosa no caso Bettina, que afirmou em um vídeo ter transformado R$ 1.520 em R$ 1 milhão em apenas três anos. A empresa pode ter que pagar até R$ 9 milhões pela punição""...<br><br><img class=""alignleft size-medium wp-image-181263"" src=""https://cdn.oantagonista.net/uploads/2019/04/86EBB9B8-02C1-4146-84BC-9847E159ED92-247x353.jpeg"" alt="""" width=""247"" height=""353""></p>",https://www.oantagonista.com/sociedade/a-bettina-do-jornalismo-brasileiro-transformou-uma-multa-de-40-mil-reais-em-ate-9-milhoes/
Um general de Mourão no comando da Geap,Nao possui,Nao possui,03/04/2019 12:44:34,Brasil,"<p>O general de divisão Ricardo Marques Figueiredo deve assumir o comando da Geap, informa a <strong>Crusoé</strong>.<br><br>Indicação de Hamilton Mourão.<br><br>Leia a nota completa aqui...</p>",https://www.oantagonista.com/brasil/um-general-de-mourao-no-comando-da-geap/
Senado tem quase 75% mais comissionados do que servidores efetivos,Nao possui,Nao possui,03/04/2019 12:40:24,Brasil,"<p>Como antecipamos, Lasier Martins apresentou uma proposta administrativa para reduzir as despesas do Senado...</p>",https://www.oantagonista.com/brasil/senado-tem-quase-75-mais-comissionados-que-servidores-efetivos/
A articulação de Joice,Nao possui,Nao possui,03/04/2019 12:27:17,Brasil,"<p>Fernando Francischini trabalhava para enfraquecer Santos Cruz, a fim de assumir a articulação política do governo. Mas levou uma rasteira de...</p>",https://www.oantagonista.com/brasil/articulacao-de-joice/
WhatsApp muda regras para criação de grupos,Nao possui,Nao possui,03/04/2019 12:22:12,Internet,"<p>O WhatsApp anunciou novas regras de privacidade, que começam a valer hoje em atualizações para Android e iOS...</p>",https://www.oantagonista.com/internet/whatsapp-muda-regras-para-criacao-de-grupos/
"Bolsonaro convidará partidos a integrar a base aliada, diz Onyx",Nao possui,Nao possui,03/04/2019 12:15:48,Brasil,"<p>Jair Bolsonaro iniciará amanhã uma série de reuniões com líderes e dirigentes partidários.<br><br>Onyx Lorenzoni comentou hoje que a intenção é ""dialogar, convidar e abrir as portas"" para que as legendas integrem a base aliada...</p>",https://www.oantagonista.com/brasil/bolsonaro-convidara-partidos-integrar-base-aliada-diz-onyx/
Maia vai pautar reforma tributária já em discussão na Câmara,Nao possui,Nao possui,03/04/2019 12:05:18,Economia,<p>Rodrigo Maia vai pautar na Câmara a proposta de reforma tributária costurada pelo economista Bernard Appy em conjunto com o ex-deputado Luiz Carlos Hauly...</p>,https://www.oantagonista.com/economia/maia-vai-pautar-reforma-tributaria-ja-em-discussao-na-camara/
MEC cancela viagem de olavistas para Paris,Nao possui,Nao possui,03/04/2019 11:44:08,Brasil,"<p>O Ministério da Educação, registra o Estadão, cancelou a viagem a Paris de três assessores ligados ao escritor Olavo de Carvalho...</p>",https://www.oantagonista.com/brasil/mec-cancela-viagem-de-olavistas-para-paris/
Petistas visitam o presidente da OAB,Nao possui,Nao possui,03/04/2019 11:40:22,Brasil,"<p>O deputado petista José Guimarães postou no Twitter uma foto na OAB...<br><br><img class=""alignleft size-medium wp-image-181234"" src=""https://cdn.oantagonista.net/uploads/2019/04/PT-418x353.png"" alt="""" width=""418"" height=""353""></p>",https://www.oantagonista.com/brasil/petistas-visitam-o-presidente-da-oab/
Primo de Carlos Bolsonaro também quer passaporte diplomático,Nao possui,Nao possui,03/04/2019 11:36:55,Brasil,"<p>Leonardo Rodrigues de Jesus, o Léo Índio, também entrou com pedido para obter um passaporte diplomático...<br><br><img class=""alignleft size-full wp-image-181228"" src=""https://cdn.oantagonista.net/uploads/2019/04/LEO-INDIO.png"" alt="""" width=""1172"" height=""226""></p>",https://www.oantagonista.com/brasil/primo-de-carlos-bolsonaro-tambem-quer-passaporte-diplomatico/
“Continuamos acreditando que o presidente honrará a palavra”,Nao possui,Nao possui,03/04/2019 11:29:26,Brasil,"<p>Terminou há pouco a primeira reunião da bancada evangélica coordenada pelo novo líder, Silas Câmara (PRB)...</p>",https://www.oantagonista.com/brasil/continuamos-acreditando-que-o-presidente-honrara-palavra/
Senador petista vai relatar recurso da CPI da Lava Toga,Nao possui,Nao possui,03/04/2019 11:22:10,Brasil,"<p>O senador petista Rogério Carvalho, de Sergipe, foi escolhido relator na CCJ do recurso que vai analisar a decisão de Davi Alcolumbre de arquivar o pedido de criação da CPI da Lava Toga.<br><br>O PT não apoia a CPI.<br><br><img class=""alignleft size-full wp-image-181222"" src=""https://cdn.oantagonista.net/uploads/2019/04/carvalho.png"" alt="""" width=""515"" height=""197""></p>",https://www.oantagonista.com/brasil/senador-petista-vai-relatar-recurso-da-cpi-da-lava-toga/
“Dá corda que ele pega ar”,Nao possui,Nao possui,03/04/2019 11:08:57,Brasil,<p>Paulo Guedes é esperado hoje à tarde na CCJ da Câmara.<br><br>A oposição se prepara para ir para cima do ministro da Economia...</p>,https://www.oantagonista.com/brasil/da-corda-que-ele-pega-ar/
Deputado do PCdoB propõe ‘taxar bancos’ para custear aposentadoria rural,Nao possui,Nao possui,03/04/2019 11:06:09,Brasil,"<p>Enquanto a Câmara ameaça retirar da reforma da Previdência as mudanças propostas para o trabalhador do campo, o deputado Márcio Jerry, do PCdoB do Maranhão, apresentou nesta semana um projeto que cria mecanismos para financiar a aposentadoria rural...</p>",https://www.oantagonista.com/brasil/deputado-pcdob-propoe-taxar-bancos-para-custear-aposentadoria-rural/
PEC do Orçamento impositivo aprovada em tempo recorde,Nao possui,Nao possui,03/04/2019 10:57:56,Brasil,"<p>Se não houver surpresas, a PEC do Orçamento impositivo será aprovada ainda hoje na CCJ e no plenário do Senado, em dois turnos...</p>",https://www.oantagonista.com/brasil/pec-orcamento-impositivo-aprovada-em-tempo-recorde/
“Esperamos que o governo Bolsonaro possa acordar para o diálogo”,Nao possui,Nao possui,03/04/2019 10:35:39,Brasil,"<p>O deputado Wellington Roberto, novo líder do PR na Câmara, espera que o retorno de Jair Bolsonaro a Brasília, após a viagem Israel, marque uma nova fase na relação com o Congresso...</p>",https://www.oantagonista.com/brasil/esperamos-que-o-governo-bolsonaro-possa-acordar-para-o-dialogo/
“Algumas atitudes são praticamente insanas”,Nao possui,Nao possui,03/04/2019 10:29:34,Brasil,"<p>Nem mesmo aliados de Jair Bolsonaro, como temos registrado, poupam mais os filhos do presidente de críticas...</p>",https://www.oantagonista.com/brasil/algumas-atitudes-sao-praticamente-insanas/
“Vossa excelência deveria saber respeitar a hierarquia”,Nao possui,Nao possui,03/04/2019 10:25:22,Brasil,"<p>O deputado Marco Feliciano (Podemos), vice-líder do governo no Congresso, foi ao Twitter criticar Hamilton Mourão por corrigir Jair Bolsonaro publicamente...</p>",https://www.oantagonista.com/brasil/vossa-excelencia-deveria-saber-respeitar-hierarquia/
Senado pronto para votar hoje PEC do Orçamento impositivo,Nao possui,Nao possui,03/04/2019 10:12:02,Brasil,"<p>Em reunião com líderes, Davi Alcolumbre acertou que a PEC do Orçamento impositivo será mesmo votada ainda hoje no plenário do Senado...</p>",https://www.oantagonista.com/brasil/senado-pronto-para-votar-hoje-pec-orcamento-impositivo/
Quem controla a Secom?,Nao possui,Nao possui,03/04/2019 10:08:44,Brasil,"<p>Segundo o Estadão, há uma disputa entre os militares e o grupo de Olavo de Carvalho pelo comando da Secom...</p>",https://www.oantagonista.com/brasil/quem-controla-secom/
Damares faz ronda no Senado para aprovar projeto antissuicídio,Nao possui,Nao possui,03/04/2019 10:00:12,Brasil,"<p>Damares Alves passou o dia de ontem conversando com senadores para convencê-los a aprovar logo uma de suas metas no Ministério da Família, Mulheres e Direitos Humanos: obrigar hospitais e escolas a notificar o governo de tentativas de suicídio e automutilação...</p>",https://www.oantagonista.com/brasil/damares-faz-ronda-no-senado-para-aprovar-projeto-antissuicidio/
O petista bolsonarista contra Crivella,Nao possui,Nao possui,03/04/2019 09:59:35,Brasil,<p>O autor do pedido de impeachment de Marcelo Crivella é um servidor filiado ao PT que apoia Jair Bolsonaro.<br><br>É um bom retrato da barafunda carioca.</p>,https://www.oantagonista.com/brasil/o-petista-bolsonarista-contra-crivella/
Revelem quem está fazendo o jogo duplo,Nao possui,Nao possui,03/04/2019 09:59:04,Brasil,"<p>Além de Paulo Guedes, o senador Omar Aziz, do PSD de Amazonas, parece incomodado com o jogo duplo de atores políticos em relação à reforma da Previdência...</p>",https://www.oantagonista.com/brasil/revelem-quem-esta-fazendo-o-jogo-duplo/
“Passo para o papai?”,Nao possui,Nao possui,03/04/2019 09:50:00,Brasil,"<p>Mensagens de WhatsApp reveladas pela Lava Jato provam que a mulher do coronel Lima reformou a casa da filha de Michel Temer...<br><br><img class=""alignnone size-medium wp-image-181180"" src=""https://cdn.oantagonista.net/uploads/2019/04/Schermata-2019-04-03-alle-14.43.30-617x353.png"" alt="""" width=""617"" height=""353""></p>",https://www.oantagonista.com/brasil/passo-para-o-papai/
De petista para petista,Nao possui,Nao possui,03/04/2019 09:40:48,Brasil,<p>Ninguém deve comemorar o adiamento da manobra para soltar Lula...</p>,https://www.oantagonista.com/brasil/de-petista-para-petista/
A desordem e a besteira,Nao possui,Nao possui,03/04/2019 09:37:27,Economia,"<p>O pacto federativo, diz Vinicius Torres Freire, vai frustrar todo mundo:<br><br>“A economia esfria, o que deve azedar os ânimos no país...</p>",https://www.oantagonista.com/economia/desordem-e-besteira/
“Não estou colando nem descolando”,Nao possui,Nao possui,03/04/2019 09:33:30,Brasil,"<p>João Doria, em entrevista à Folha de S. Paulo, disse que, “se a reforma não for aprovada até a metade do ano, ela dificilmente vai ser aprovada no segundo semestre”...</p>",https://www.oantagonista.com/brasil/nao-estou-colando-nem-descolando/
"Antes de procurar o Planalto, líder da bancada evangélica fala em ‘consertar o altar’",Nao possui,Nao possui,03/04/2019 09:30:57,Brasil,"<p>O deputado Silas Câmara (PRB), recém-eleito presidente da frente parlamentar evangélica, disse a <strong>O Antagonista</strong> que vai ""pacificar"" a bancada antes de procurar uma interlocução com o Planalto...</p>",https://www.oantagonista.com/brasil/antes-de-procurar-o-planalto-lider-da-bancada-evangelica-fala-em-consertar-o-altar/
PEC anti-Mourão,Nao possui,Nao possui,03/04/2019 09:16:52,Brasil,<p>Sete deputados do PSL deram apoio à PEC anti-Mourão...</p>,https://www.oantagonista.com/brasil/pec-anti-mourao/
Ataque à reforma na CCJ,Nao possui,Nao possui,03/04/2019 09:12:28,Economia,<p>A reforma pode sofrer alterações já na CCJ...</p>,https://www.oantagonista.com/economia/ataque-reforma-na-ccj/
Centrão cobra os números,Nao possui,Nao possui,03/04/2019 09:05:18,Economia,"<p>Apesar dos apelos do presidente da Câmara, Rodrigo Maia, integrantes do Centrão não pretendem facilitar a vida de Paulo Guedes na CCJ, diz a <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/economia/centrao-cobra-os-numeros/
Novo líder da bancada evangélica vai propor mandato de um ano,Nao possui,Nao possui,03/04/2019 09:00:31,Brasil,"<p>O deputado Silas Câmara (PRB), recém-eleito presidente da frente parlamentar evangélica, quer mudar o estatuto para que a liderança da bancada seja alterada todo ano -- atualmente, o mandato é de dois anos --, sem possibilidade de reeleição na mesma legislatura...</p>",https://www.oantagonista.com/brasil/novo-lider-da-bancada-evangelica-vai-propor-mandato-de-um-ano/
Vingadores do Cinemark,Nao possui,Nao possui,03/04/2019 08:47:01,Cultura,"<p>O boicote ao Cinemark, segundo O Globo, não deu muito certo...</p>",https://www.oantagonista.com/cultura/vingadores-do-cinemark/
O abuso do Senado,Nao possui,Nao possui,03/04/2019 08:40:43,Brasil,"<p>Davi Alcolumbre, depois de afundar a CPI da Lava Toga, quer aprovar o quanto antes a lei do abuso de autoridade...</p>",https://www.oantagonista.com/brasil/o-abuso-senado/
PSD não fechará questão pela reforma,Nao possui,Nao possui,03/04/2019 08:30:34,Brasil,"<p>O PSD decidiu que não vai fechar questão sobre a reforma da Previdência, embora o partido já tenha se posicionado pela aprovação...</p>",https://www.oantagonista.com/brasil/psd-nao-fechara-questao-pela-reforma/
O inconformismo dos militares,Nao possui,Nao possui,03/04/2019 08:23:09,Brasil,<p>“Jair Bolsonaro será instado pelos seus conselheiros militares a fazer um desagravo ao ministro Carlos Alberto dos Santos Cruz...</p>,https://www.oantagonista.com/brasil/o-inconformismo-dos-militares/
